#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Pubmed ID	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source Database
1509039	7874	4961464	113622	1776967	-	HHV8GK18_gp62	USP7	vIRF-1	HAUSP|TEF1	-	Affinity Capture-Western	physical	Chavoshi S (2016)	26786098	9606	37296	Low Throughput	-	-	-	-	-	BIOGRID
1509040	4961464	7874	1776967	113622	HHV8GK18_gp62	-	vIRF-1	USP7	-	HAUSP|TEF1	Affinity Capture-Western	physical	Chavoshi S (2016)	26786098	37296	9606	Low Throughput	-	-	-	-	-	BIOGRID
1510529	4961464	51191	1776967	119365	HHV8GK18_gp62	-	vIRF-1	HERC5	-	CEB1|CEBP1	Affinity Capture-MS	physical	Jacobs SR (2015)	26355087	37296	9606	Low Throughput	-	-	-	Figure 1	-	BIOGRID
1510530	4961464	2033	1776967	108347	HHV8GK18_gp62	RP1-85F18.1	vIRF-1	EP300	-	KAT3B|RSTS2|p300	Affinity Capture-MS	physical	Jacobs SR (2015)	26355087	37296	9606	Low Throughput	-	-	-	Figure 1	-	BIOGRID
1510531	4961464	1387	1776967	107777	HHV8GK18_gp62	-	vIRF-1	CREBBP	-	CBP|KAT3A|RSTS	Affinity Capture-MS	physical	Jacobs SR (2015)	26355087	37296	9606	Low Throughput	-	-	-	Figure 1	-	BIOGRID
1510532	51191	4961464	119365	1776967	-	HHV8GK18_gp62	HERC5	vIRF-1	CEB1|CEBP1	-	Affinity Capture-Western	physical	Jacobs SR (2015)	26355087	9606	37296	Low Throughput	-	-	-	Figure 1	-	BIOGRID
1510533	4961464	1387	1776967	107777	HHV8GK18_gp62	-	vIRF-1	CREBBP	-	CBP|KAT3A|RSTS	Affinity Capture-Western	physical	Jacobs SR (2015)	26355087	37296	9606	Low Throughput	-	-	-	Figure 1	-	BIOGRID
1510586	8517	4961494	114089	1776997	-	HHV8GK18_gp80	IKBKG	HHV8GK18_gp80	AMCBX1|FIP-3|FIP3|Fip3p|IKK-gamma|IMD33|IP|IP1|IP2|IPD2|NEMO|ZC2HC9	-	Affinity Capture-Western	physical	Baratchian M (2016)	26865630	9606	37296	Low Throughput	-	-	-	FLIP|Figure 3	-	BIOGRID
1510587	4961494	8517	1776997	114089	HHV8GK18_gp80	-	HHV8GK18_gp80	IKBKG	-	AMCBX1|FIP-3|FIP3|Fip3p|IKK-gamma|IMD33|IP|IP1|IP2|IPD2|NEMO|ZC2HC9	Affinity Capture-Western	physical	Baratchian M (2016)	26865630	37296	9606	Low Throughput	-	-	-	FLIP|Figure 3	-	BIOGRID
1510590	8772	4961494	114302	1776997	GIG3	HHV8GK18_gp80	FADD	HHV8GK18_gp80	MORT1	-	Affinity Capture-Western	physical	Baratchian M (2016)	26865630	9606	37296	Low Throughput	-	-	-	FLIP|Figure 6	-	BIOGRID
1515374	8517	4961494	114089	1776997	-	HHV8GK18_gp80	IKBKG	HHV8GK18_gp80	AMCBX1|FIP-3|FIP3|Fip3p|IKK-gamma|IMD33|IP|IP1|IP2|IPD2|NEMO|ZC2HC9	-	Reconstituted Complex	physical	Bagneris C (2015)	25979343	9606	37296	Low Throughput	-	-	-	-	-	BIOGRID
2206583	7251	4961501	113102	1777004	-	HHV8GK18_gp05	TSG101	ORF8	TSG10|VPS23	-	Affinity Capture-Western	physical	Kumar B (2016)	27764233	9606	37296	Low Throughput	-	-	-	-	-	BIOGRID
2209216	4193	4961526	110358	1777029	-	HHV8GK18_gp52	MDM2	ORF50	ACTFS|HDMX|hdm2	-	Affinity Capture-Western	physical	Chang TH (2016)	27698494	9606	37296	Low Throughput	-	-	-	-	-	BIOGRID
2209217	4193	4961526	110358	1777029	-	HHV8GK18_gp52	MDM2	ORF50	ACTFS|HDMX|hdm2	-	Reconstituted Complex	physical	Chang TH (2016)	27698494	9606	37296	Low Throughput	-	-	-	-	-	BIOGRID
2209218	4193	4961526	110358	1777029	-	HHV8GK18_gp52	MDM2	ORF50	ACTFS|HDMX|hdm2	-	Biochemical Activity	physical	Chang TH (2016)	27698494	9606	37296	Low Throughput	-	Ubiquitination	-	-	-	BIOGRID
2379509	83737	4961494	123747	1776997	-	HHV8GK18_gp80	ITCH	HHV8GK18_gp80	ADMFD|AIF4|AIP4|NAPP1|dJ468O1.1	-	Biochemical Activity	physical	Chmura JC (2017)	27912080	9606	37296	Low Throughput	-	Ubiquitination	-	E1 and E2 not identified	-	BIOGRID
2379511	4961526	83737	1777029	123747	HHV8GK18_gp52	-	ORF50	ITCH	-	ADMFD|AIF4|AIP4|NAPP1|dJ468O1.1	Affinity Capture-Western	physical	Chmura JC (2017)	27912080	37296	9606	Low Throughput	-	-	-	-	-	BIOGRID
2379512	4961526	4961494	1777029	1776997	HHV8GK18_gp52	HHV8GK18_gp80	ORF50	HHV8GK18_gp80	-	-	Affinity Capture-Western	physical	Chmura JC (2017)	27912080	37296	37296	Low Throughput	-	-	-	-	-	BIOGRID
2379513	4961494	83737	1776997	123747	HHV8GK18_gp80	-	HHV8GK18_gp80	ITCH	-	ADMFD|AIF4|AIP4|NAPP1|dJ468O1.1	Affinity Capture-Western	physical	Chmura JC (2017)	27912080	37296	9606	Low Throughput	-	-	-	-	-	BIOGRID
2384610	4961485	5430	1776988	111426	HHV8GK18_gp27	-	ORF24	POLR2A	-	POLR2|POLRA|RPB1|RPBh1|RPO2|RPOL2|RpIILS|hRPB220|hsRPB1	Affinity Capture-Western	physical	Davis ZH (2015)	25544563	37296	9606	Low Throughput	-	-	-	-	-	BIOGRID
2384901	4961485	5432	1776988	111428	HHV8GK18_gp27	A-152E5.7	ORF24	POLR2C	-	RPB3|RPB31|hRPB33|hsRPB3	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput|Low Throughput	-	-	-	-	-	BIOGRID
2384902	4961485	5439	1776988	111435	HHV8GK18_gp27	-	ORF24	POLR2J	-	POLR2J1|RPB11|RPB11A|RPB11m|hRPB14	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput|Low Throughput	-	-	-	-	-	BIOGRID
2384903	4961485	5440	1776988	111436	HHV8GK18_gp27	-	ORF24	POLR2K	-	ABC10-alpha|RPABC4|RPB10alpha|RPB12|RPB7.0|hRPB7.0|hsRPB10a	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput|Low Throughput	-	-	-	-	-	BIOGRID
2384904	4961485	81488	1776988	123498	HHV8GK18_gp27	-	ORF24	POLR2M	-	GCOM1|GRINL1A|Gdown|Gdown1	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput|Low Throughput	-	-	-	-	-	BIOGRID
2384905	4961485	5437	1776988	111433	HHV8GK18_gp27	-	ORF24	POLR2H	-	RPABC3|RPB17|RPB8	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput|Low Throughput	-	-	-	-	-	BIOGRID
2384906	4961485	5441	1776988	111437	HHV8GK18_gp27	-	ORF24	POLR2L	-	RBP10|RPABC5|RPB10|RPB10beta|RPB7.6|hRPB7.6	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput|Low Throughput	-	-	-	-	-	BIOGRID
2384907	4961485	5431	1776988	111427	HHV8GK18_gp27	-	ORF24	POLR2B	-	POL2RB|RPB2|hRPB140	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	Low Throughput	-	-	-	-	-	BIOGRID
2384908	4961485	5434	1776988	111430	HHV8GK18_gp27	-	ORF24	POLR2E	-	RPABC1|RPB5|XAP4|hRPB25|hsRPB5	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	Low Throughput	-	-	-	-	-	BIOGRID
2384909	4961485	5433	1776988	111429	HHV8GK18_gp27	-	ORF24	POLR2D	-	HSRBP4|HSRPB4|RBP4|RPB16	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput|Low Throughput	-	-	-	-	-	BIOGRID
2384910	4961485	5436	1776988	111432	HHV8GK18_gp27	-	ORF24	POLR2G	-	RPB19|RPB7|hRPB19|hsRPB7	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput|Low Throughput	-	-	-	-	-	BIOGRID
2384911	4961485	5430	1776988	111426	HHV8GK18_gp27	-	ORF24	POLR2A	-	POLR2|POLRA|RPB1|RPBh1|RPO2|RPOL2|RpIILS|hRPB220|hsRPB1	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput|Low Throughput	-	-	-	-	-	BIOGRID
2384912	4961485	5438	1776988	111434	HHV8GK18_gp27	-	ORF24	POLR2I	-	RPB9|hRPB14.5	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput|Low Throughput	-	-	-	-	-	BIOGRID
2384927	4961511	811	1777014	107262	HHV8GK18_gp01	-	K1	CALR	-	CRT|HEL-S-99n|RO|SSA|cC1qR	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384928	4961511	5954	1777014	111887	HHV8GK18_gp01	-	K1	RCN1	-	HEL-S-84|PIG20|RCAL|RCN	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384929	4961511	11331	1777014	116459	HHV8GK18_gp01	-	K1	PHB2	-	BAP|BCAP37|Bap37|PNAS-141|REA|p22	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384930	4961511	51726	1777014	119699	HHV8GK18_gp01	PSEC0121	K1	DNAJB11	-	ABBP-2|ABBP2|DJ9|Dj-9|EDJ|ERdj3|ERj3|ERj3p|PRO1080|UNQ537	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384931	4961511	3105	1777014	109350	HHV8GK18_gp01	DAQB-90C11.16-002	K1	HLA-A	-	HLAA	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384932	4961511	6388	1777014	112289	HHV8GK18_gp01	-	K1	SDF2	-	-	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384933	4961511	23753	1777014	117254	HHV8GK18_gp01	UNQ1941/PRO4424	K1	SDF2L1	-	-	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384934	4961511	55210	1777014	120506	HHV8GK18_gp01	RP5-832C2.1	K1	ATAD3A	-	-	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384935	4961511	5955	1777014	111888	HHV8GK18_gp01	-	K1	RCN2	-	E6BP|ERC-55|ERC55|TCBP49	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384936	4961495	11328	1776998	116456	HHV8GK18_gp63	tcag7.1121	vIRF-4	FKBP9	-	FKBP60|FKBP63|PPIase	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384937	4961495	996	1776998	107431	HHV8GK18_gp63	-	vIRF-4	CDC27	-	ANAPC3|APC3|CDC27Hs|D0S1430E|D17S978E|H-NUC|HNUC|NUC2	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384938	4961495	54821	1776998	120176	HHV8GK18_gp63	-	vIRF-4	ERCC6L	-	PICH|RAD26L	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384939	4961495	253959	1776998	128998	HHV8GK18_gp63	-	vIRF-4	RALGAPA1	-	GARNL1|GRIPE|RalGAPalpha1|TULIP1|p240	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384940	4961495	57594	1776998	121645	HHV8GK18_gp63	-	vIRF-4	HOMEZ	-	KIAA1443	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384941	4961495	51347	1776998	119490	HHV8GK18_gp63	-	vIRF-4	TAOK3	-	DPK|JIK|MAP3K18	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384942	4961495	55577	1776998	120728	HHV8GK18_gp63	-	vIRF-4	NAGK	-	GNK|HSA242910	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384943	4961495	10393	1776998	115665	HHV8GK18_gp63	-	vIRF-4	ANAPC10	-	APC10|DOC1	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384944	4961495	10810	1776998	116024	HHV8GK18_gp63	RP11-496O3.2	vIRF-4	WASF3	-	Brush-1|SCAR3|WAVE3	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384945	4961495	100131017	1776998	133162	HHV8GK18_gp63	RP11-611L7.1	vIRF-4	ZNF316	-	ENST00000305834|MZF-3	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384946	4961495	55139	1776998	120443	HHV8GK18_gp63	-	vIRF-4	ANKZF1	-	ZNF744	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384947	4961495	54505	1776998	120001	HHV8GK18_gp63	-	vIRF-4	DHX29	-	DDX29	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384948	4961495	10181	1776998	115480	HHV8GK18_gp63	H37	vIRF-4	RBM5	-	G15|LUCA15|RMB5	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384949	4961495	83481	1776998	123666	HHV8GK18_gp63	-	vIRF-4	EPPK1	-	EPIPL|EPIPL1	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384950	4961495	245940	1776998	128853	HHV8GK18_gp63	-	vIRF-4	DEFB130	-	DEFB-30|DEFB130L	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384951	4961495	57551	1776998	121607	HHV8GK18_gp63	-	vIRF-4	TAOK1	-	KFC-B|MAP3K16|MARKK|PSK-2|PSK2|TAO1|hKFC-B|hTAOK1	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384952	4961495	10412	1776998	115683	HHV8GK18_gp63	HUSSY-29	vIRF-4	NSA2	-	CDK105|HCL-G1|HCLG1|HUSSY29|TINP1	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384953	4961495	64981	1776998	122367	HHV8GK18_gp63	-	vIRF-4	MRPL34	-	L34mt	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384954	4961495	5965	1776998	111897	HHV8GK18_gp63	-	vIRF-4	RECQL	-	RECQL1|RecQ1	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384955	4961495	9414	1776998	114809	HHV8GK18_gp63	RP11-16N10.1	vIRF-4	TJP2	-	C9DUPq21.11|DFNA51|DUP9q21.11|PFIC4|X104|ZO2	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384956	4961495	55168	1776998	120468	HHV8GK18_gp63	RP1-261G23.2	vIRF-4	MRPS18A	-	HumanS18b|MRP-S18-3|MRPS18-3|S18bmt	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384957	4961495	5645	1776998	111627	HHV8GK18_gp63	-	vIRF-4	PRSS2	-	TRY2|TRY8|TRYP2	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384958	4961495	8936	1776998	114449	HHV8GK18_gp63	RP11-181P4.1	vIRF-4	WASF1	-	SCAR1|WAVE|WAVE1	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384959	4961495	10946	1776998	116146	HHV8GK18_gp63	-	vIRF-4	SF3A3	-	PRP9|PRPF9|SAP61|SF3a60	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384960	4961495	64983	1776998	122368	HHV8GK18_gp63	HSPC283	vIRF-4	MRPL32	-	L32mt|MRP-L32|bMRP-59b	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384961	4961495	1107	1776998	107532	HHV8GK18_gp63	-	vIRF-4	CHD3	-	Mi-2a|Mi2-ALPHA|ZFH	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384962	4961495	8881	1776998	114400	HHV8GK18_gp63	RP11-569D9.4	vIRF-4	CDC16	-	ANAPC6|APC6|CUT9	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384963	4961495	51433	1776998	119537	HHV8GK18_gp63	-	vIRF-4	ANAPC5	-	APC5	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384964	4961495	9590	1776998	114958	HHV8GK18_gp63	-	vIRF-4	AKAP12	-	AKAP250|SSeCKS	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384965	4961495	119504	1776998	125643	HHV8GK18_gp63	-	vIRF-4	ANAPC16	-	APC16|C10orf104|CENP-27|MSAG|bA570G20.3	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384966	4961495	9410	1776998	114805	HHV8GK18_gp63	RP11-490K7.3	vIRF-4	SNRNP40	-	40K|HPRP8BP|PRP8BP|PRPF8BP|SPF38|WDR57	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384967	4961495	641	1776998	107110	HHV8GK18_gp63	-	vIRF-4	BLM	-	BS|RECQ2|RECQL2|RECQL3	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384968	4961493	55229	1776996	120524	HHV8GK18_gp64	RP3-395M20.4	vIRF-3	PANK4	-	-	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384969	4961493	9646	1776996	115004	HHV8GK18_gp64	-	vIRF-3	CTR9	-	SH2BP1|TSBP|p150|p150TSP	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384970	4961446	51142	1776949	119326	HHV8GK18_gp79	AAG10	HHV8GK18_gp79	CHCHD2	-	C7orf17	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384971	4961446	2091	1776949	108399	HHV8GK18_gp79	-	HHV8GK18_gp79	FBL	-	FIB|FLRN|RNU3IP1	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384972	4961446	7266	1776949	113117	HHV8GK18_gp79	-	HHV8GK18_gp79	DNAJC7	-	DJ11|DJC7|TPR2|TTC2	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384973	4961446	9532	1776949	114908	HHV8GK18_gp79	RP3-496N17.2	HHV8GK18_gp79	BAG2	-	BAG-2|dJ417I1.2	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384974	4961446	3311	1776949	109543	HHV8GK18_gp79	-	HHV8GK18_gp79	HSPA7	-	HSP70B	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384975	4961446	3313	1776949	109545	HHV8GK18_gp79	-	HHV8GK18_gp79	HSPA9	-	CRP40|CSA|GRP-75|GRP75|HEL-S-124m|HSPA9B|MOT|MOT2|MTHSP75|PBP74	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384976	4961465	374383	1776968	131895	HHV8GK18_gp83	-	HHV8GK18_gp83	NCR3LG1	-	B7-H6|B7H6|DKFZp686O24166	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384977	4961465	5754	1776968	111721	HHV8GK18_gp83	-	HHV8GK18_gp83	PTK7	-	CCK-4|CCK4	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384978	4961465	7046	1776968	112904	HHV8GK18_gp83	RP11-96L7.1	HHV8GK18_gp83	TGFBR1	-	AAT5|ACVRLK4|ALK-5|ALK5|ESS1|LDS1|LDS1A|LDS2A|MSSE|SKR4|TGFR-1|tbetaR-I	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384979	4961465	81889	1776968	123622	HHV8GK18_gp83	AC012180.10-002	HHV8GK18_gp83	FAHD1	-	C16orf36|YISKL	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384980	4961465	56994	1776968	121309	HHV8GK18_gp83	MSTP022	HHV8GK18_gp83	CHPT1	-	CPT|CPT1	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384981	4961465	5609	1776968	111595	HHV8GK18_gp83	-	HHV8GK18_gp83	MAP2K7	-	JNKK2|MAPKK7|MEK|MEK 7|MKK7|PRKMK7|SAPKK-4|SAPKK4	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384982	4961465	10469	1776968	115732	HHV8GK18_gp83	-	HHV8GK18_gp83	TIMM44	-	TIM44	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384983	4961465	1495	1776968	107876	HHV8GK18_gp83	-	HHV8GK18_gp83	CTNNA1	-	CAP102	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384984	4961465	9445	1776968	114835	HHV8GK18_gp83	RP11-196P14.1	HHV8GK18_gp83	ITM2B	-	ABRI|BRI|BRI2|BRICD2B|E25B|E3-16|FBD|RDGCA|imBRI2	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384985	4961465	51606	1776968	119635	HHV8GK18_gp83	CGI-11	HHV8GK18_gp83	ATP6V1H	-	MSTP042|NBP1|SFD|SFDalpha|SFDbeta|VMA13	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384986	4961465	1825	1776968	108159	HHV8GK18_gp83	-	HHV8GK18_gp83	DSC3	-	CDHF3|DSC|DSC1|DSC2|DSC4|HT-CP	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384987	4961465	63826	1776968	121963	HHV8GK18_gp83	-	HHV8GK18_gp83	SRR	-	ILV1|ISO1	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384988	4961465	5605	1776968	111591	HHV8GK18_gp83	-	HHV8GK18_gp83	MAP2K2	-	CFC4|MAPKK2|MEK2|MKK2|PRKMK2	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384989	4961449	821	1776952	107271	HHV8GK18_gp10	-	K2	CANX	-	CNX|IP90|P90	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384990	4961449	3572	1776952	109786	HHV8GK18_gp10	-	K2	IL6ST	-	CD130|CDW130|GP130|IL-6RB	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384991	4961449	23193	1776952	116802	HHV8GK18_gp10	-	K2	GANAB	-	G2AN|GLUII	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384992	4961449	5589	1776952	111575	HHV8GK18_gp10	-	K2	PRKCSH	-	AGE-R2|G19P1|PCLD|PKCSH|PLD1	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384993	4961449	3032	1776952	109282	HHV8GK18_gp10	MSTP029	K2	HADHB	-	ECHB|MTPB|TP-BETA	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384994	4961486	9883	1776989	115214	HHV8GK18_gp11	-	K3	POM121	-	P145|POM121A	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384995	4961514	9733	1777017	115082	HHV8GK18_gp13	-	K4	SART3	-	DSAP1|P100|RP11-13G14|TIP110|p110|p110(nrb)	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384996	4961514	9129	1777017	114577	HHV8GK18_gp13	-	K4	PRPF3	-	HPRP3|HPRP3P|PRP3|Prp3p|RP18|SNRNP90	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384997	4961514	9128	1777017	114576	HHV8GK18_gp13	RP11-110L1.4	K4	PRPF4	-	HPRP4|HPRP4P|PRP4|Prp4p|RP70|SNRNP60	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384998	4961514	27258	1777017	118105	HHV8GK18_gp13	MDS017	K4	LSM3	-	SMX4|USS2|YLR438C	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
2384999	4961514	90933	1777017	124780	HHV8GK18_gp13	-	K4	TRIM41	-	RINCK	Affinity Capture-MS	physical	Davis ZH (2015)	25544563	37296	9606	High Throughput	-	-	-	-	-	BIOGRID
